id,input,correct_choice,list_choices,lbl,distractor_model,dataset,target
38555243,"The Stephensons single-decker was a mile off the local bus route and must have been driven down a farm track, said farmer James Mizen.
Mr Mizen said a bus mechanic knocked at the door of his Thaxted, Essex, farmhouse to tell him a vehicle was stuck on the property.
Stephensons declined to comment on the incident. It is understood the bus did not have passengers at the time.
Live: For more Essex stories
Mr Mizen said: ""The mechanic said the bus was on our muck heap.
""He must have gone down a no-through road, down a single track road, ignored the 'no unauthorised vehicles' sign and then down our farm track before stopping at the muck heap.
""Apparently there had been a road closure and one of his colleagues told him to take a right, which he did.
""It doesn't seem there was much common sense at play. The further he was getting the more awkward it was going to get for him.
""We don't even like taking our tractor right down to the muck heap, never mind a commercial bus.""
Mr Mizen and his brother Chris used a tractor to tow the bus free.",A bus ended up stuck in a muck heap after apparently taking a wrong turn.,A bus ended up stuck in a muck heap after apparently taking a wrong turn.,0,bart-base,xsum,1
38555243,"The Stephensons single-decker was a mile off the local bus route and must have been driven down a farm track, said farmer James Mizen.
Mr Mizen said a bus mechanic knocked at the door of his Thaxted, Essex, farmhouse to tell him a vehicle was stuck on the property.
Stephensons declined to comment on the incident. It is understood the bus did not have passengers at the time.
Live: For more Essex stories
Mr Mizen said: ""The mechanic said the bus was on our muck heap.
""He must have gone down a no-through road, down a single track road, ignored the 'no unauthorised vehicles' sign and then down our farm track before stopping at the muck heap.
""Apparently there had been a road closure and one of his colleagues told him to take a right, which he did.
""It doesn't seem there was much common sense at play. The further he was getting the more awkward it was going to get for him.
""We don't even like taking our tractor right down to the muck heap, never mind a commercial bus.""
Mr Mizen and his brother Chris used a tractor to tow the bus free.",A bus ended up stuck in a muck heap after apparently taking a wrong turn.,A farmer has described how he was forced to take his tractor to a muck heap after it became stuck in a muck heap.,0,bart-base,xsum,0
38770586,"Finance Secretary Mark Drakeford said the idea was ""attractive"" and could help tackle poverty and inequality.
Supporters said it would help unemployed people who fear taking a job would lead to cuts in their benefits.
But Patrick Minford from Cardiff University's Business School said it was ""not a workable scheme"".
Under Universal Basic Income (UBI) everyone would receive the same sum of money regardless of whether they work or not.
There would be no requirements to show an individual is looking for a job either.
In Scotland the policy has support from across the political spectrum, with feasibility work under way ahead of possible pilot schemes in Glasgow and Fife.
Jamie Cooke, head of the RSA think tank in Scotland, told the BBC's Sunday Politics Wales programme: ""Moving from a system where you aren't working to a system where you are, you won't face those penalties, you retain your consistent payment.
""You're given the security to be able to choose to work... or training, or to set up your own business in a way that is beneficial to you.""
However Prof Minford, who was an adviser to former prime minister Margaret Thatcher, told the programme: ""This is not a workable scheme because it's far too expensive.
""It creates a tremendous tax, a disincentive for the average person further up the income scale who's paying for it all.""
Mr Drakeford told the assembly earlier in January he found the idea of UBI ""attractive in the way that it can simplify and support people who currently have to rely on a very complex set of part-time work, part-time benefits and so on"".
But he added: ""The political world will face a job of convincing the public about the merits of the scheme.""
Asked if he was worried by Mr Drakeford's comments, Prof Minford replied: ""It's quite worrying for Wales.
""I'm hoping Wales won't go the same way [as Scotland] towards this sort of extremely expensive socialist experiment"".","Paying everyone a universal basic income would be a worrying and extremely expensive socialist experiment, a professor has warned.","Paying everyone a universal basic income would be a worrying and extremely expensive socialist experiment, a professor has warned.",0,bart-base,xsum,1
38770586,"Finance Secretary Mark Drakeford said the idea was ""attractive"" and could help tackle poverty and inequality.
Supporters said it would help unemployed people who fear taking a job would lead to cuts in their benefits.
But Patrick Minford from Cardiff University's Business School said it was ""not a workable scheme"".
Under Universal Basic Income (UBI) everyone would receive the same sum of money regardless of whether they work or not.
There would be no requirements to show an individual is looking for a job either.
In Scotland the policy has support from across the political spectrum, with feasibility work under way ahead of possible pilot schemes in Glasgow and Fife.
Jamie Cooke, head of the RSA think tank in Scotland, told the BBC's Sunday Politics Wales programme: ""Moving from a system where you aren't working to a system where you are, you won't face those penalties, you retain your consistent payment.
""You're given the security to be able to choose to work... or training, or to set up your own business in a way that is beneficial to you.""
However Prof Minford, who was an adviser to former prime minister Margaret Thatcher, told the programme: ""This is not a workable scheme because it's far too expensive.
""It creates a tremendous tax, a disincentive for the average person further up the income scale who's paying for it all.""
Mr Drakeford told the assembly earlier in January he found the idea of UBI ""attractive in the way that it can simplify and support people who currently have to rely on a very complex set of part-time work, part-time benefits and so on"".
But he added: ""The political world will face a job of convincing the public about the merits of the scheme.""
Asked if he was worried by Mr Drakeford's comments, Prof Minford replied: ""It's quite worrying for Wales.
""I'm hoping Wales won't go the same way [as Scotland] towards this sort of extremely expensive socialist experiment"".","Paying everyone a universal basic income would be a worrying and extremely expensive socialist experiment, a professor has warned.","A leading economist has said the Universal Basic Income (UBI) scheme is ""far too expensive"" for the average person.",0,bart-base,xsum,0
32021964,"Mr Natzler has served as acting Clerk since the retirement of Sir Robert Rogers last year.
A panel led by Mr Bercow initially recommended that Australian Carole Mills take the role but MPs objected and she has since withdrawn.
News of Mr Natzler's appointment was met with cheers by MPs in the Commons.
The recruitment of a new Clerk, Parliament's most senior legal and constitutional adviser, has been dogged by argument over the past nine months.
MPs said Ms Mills, the original choice of the House of Commons commission who works in the Australian Parliament, did not have the relevant constitutional experience and accused Mr Bercow of a ""stitch-up"".
Mr Bercow insisted that the appointment must have the confidence of MPs and ""paused"" the recruitment process before re-starting it.
As part of a modernisation of procedures, the current responsibilities of the Clerk will now be split, with a new post of Commons director-general taking over responsibility for the day-to-day commercial and administrative functions of the Commons.
Announcing Mr Natzler's appointment in the Commons, Mr Bercow said he had been chosen from a field of four candidates.
Welcoming the appointment, David Cameron joked that Mr Bercow had ""gone to the ends of the earth"" to find the most qualified candidate and he was ""very glad he found the right answer right here in Britain"".
Labour leader Ed Miliband said Mr Natzler's appointment was ""well deserved"".
Before Sir Robert's retirement, Mr Natzler served as Clerk Assistant for many years.","Natzler has been named as the next Clerk of the Commons, ending a controversial process which pitted Bercow against some MPs.","Natzler has been named as the next Clerk of the Commons, ending a controversial process which pitted Bercow against some MPs.",0,bart-base,xsum,1
32021964,"Mr Natzler has served as acting Clerk since the retirement of Sir Robert Rogers last year.
A panel led by Mr Bercow initially recommended that Australian Carole Mills take the role but MPs objected and she has since withdrawn.
News of Mr Natzler's appointment was met with cheers by MPs in the Commons.
The recruitment of a new Clerk, Parliament's most senior legal and constitutional adviser, has been dogged by argument over the past nine months.
MPs said Ms Mills, the original choice of the House of Commons commission who works in the Australian Parliament, did not have the relevant constitutional experience and accused Mr Bercow of a ""stitch-up"".
Mr Bercow insisted that the appointment must have the confidence of MPs and ""paused"" the recruitment process before re-starting it.
As part of a modernisation of procedures, the current responsibilities of the Clerk will now be split, with a new post of Commons director-general taking over responsibility for the day-to-day commercial and administrative functions of the Commons.
Announcing Mr Natzler's appointment in the Commons, Mr Bercow said he had been chosen from a field of four candidates.
Welcoming the appointment, David Cameron joked that Mr Bercow had ""gone to the ends of the earth"" to find the most qualified candidate and he was ""very glad he found the right answer right here in Britain"".
Labour leader Ed Miliband said Mr Natzler's appointment was ""well deserved"".
Before Sir Robert's retirement, Mr Natzler served as Clerk Assistant for many years.","Natzler has been named as the next Clerk of the Commons, ending a controversial process which pitted Bercow against some MPs.","The new Clerk of the House of Commons, John Bercow, has been named by Speaker John Bercow.",0,bart-base,xsum,0
35333277,"The 28-year-old Erskine has agreed a pre-contract to sign for Thistle on a three-year deal in June.
Manager Alan Archibald expects to lose Bannigan in the summer.
""We were aware of him being out of contract in at the end of the season and Dundee United hadn't made a move on it,"" he said of Erskine.
""We have went through the right channels and have that in place and it's a good one to look forward to for next season.""
It will be Erskine's third spell with United's Scottish Premiership rivals.
He started his career at Firhill before moving to Tannadice in 2013, only to be loaned back later that season.
But he was a first-team regular with the Tangerines last season.
This term, he missed out during September, October and November through injury but returned to action in December.
Asked if Erskine could join Thistle during the January transfer window, Archibald told BBC Scotland: ""That's down to Dundee United.
""He's their player and we have to respect that and we've just put that in place for next season.""
Archibald laughed off newspaper headlines suggesting that he had threatened to resign should Bannigan be sold during January.
""It was tongue in cheek what I said in the papers,"" he said. ""But I would be devastated and we'll not let him go.
""It would need to be crazy money to let him go.
""It would not be worth it for us as he is a key player.
""If you let your key player go in January for what would not be a great amount of money would send out all the wrong signals.""
However, asked about reported interest by Aberdeen, Archibald said: ""It is just paper talk. There have been a few linked with him.
""He's a good player and out of contract and we expect that.
""We know he is going to go in the summer - he will get good offers.
""But there is no bitterness. We won't get a fee for him, but we've had four or five years out of him playing at the top of his game.""",Erskine will return to Thistle in the summer as the club prepares for the departure of Bannigan.,Erskine will return to Thistle in the summer as the club prepares for the departure of Bannigan.,0,bart-base,xsum,1
35333277,"The 28-year-old Erskine has agreed a pre-contract to sign for Thistle on a three-year deal in June.
Manager Alan Archibald expects to lose Bannigan in the summer.
""We were aware of him being out of contract in at the end of the season and Dundee United hadn't made a move on it,"" he said of Erskine.
""We have went through the right channels and have that in place and it's a good one to look forward to for next season.""
It will be Erskine's third spell with United's Scottish Premiership rivals.
He started his career at Firhill before moving to Tannadice in 2013, only to be loaned back later that season.
But he was a first-team regular with the Tangerines last season.
This term, he missed out during September, October and November through injury but returned to action in December.
Asked if Erskine could join Thistle during the January transfer window, Archibald told BBC Scotland: ""That's down to Dundee United.
""He's their player and we have to respect that and we've just put that in place for next season.""
Archibald laughed off newspaper headlines suggesting that he had threatened to resign should Bannigan be sold during January.
""It was tongue in cheek what I said in the papers,"" he said. ""But I would be devastated and we'll not let him go.
""It would need to be crazy money to let him go.
""It would not be worth it for us as he is a key player.
""If you let your key player go in January for what would not be a great amount of money would send out all the wrong signals.""
However, asked about reported interest by Aberdeen, Archibald said: ""It is just paper talk. There have been a few linked with him.
""He's a good player and out of contract and we expect that.
""We know he is going to go in the summer - he will get good offers.
""But there is no bitterness. We won't get a fee for him, but we've had four or five years out of him playing at the top of his game.""",Erskine will return to Thistle in the summer as the club prepares for the departure of Bannigan.,Dundee United have confirmed that midfielder Ryan Erskine will leave the club at the end of the season.,0,bart-base,xsum,0
40719927,"Helmut Oberlander says he was forced to act as a translator for the squad and did not participate in atrocities.
He has fought three prior attempts by Canada to strip his citizenship and won.
His lawyer says Mr Oberlander will also fight this latest citizenship revocation, calling it ""persecution"".
A spokeswoman with Citizenship Canada said in a statement to the BBC that ""we don't take citizenship revocation lightly, but it is necessary in cases of fraud and serious misrepresentation"".
Canada says that when Mr Oberlander  applied for entry to Canada in 1954, he obtained his citizenship by knowingly concealing that he had been an auxiliary of the Einsatzkommando, a force that operated behind the German army's front line in the Eastern occupied territories.
The squad is responsible for killing more than two million people, many of them Jewish people.
""We are determined to deny safe haven in Canada to war criminals and persons believed to have committed or been complicit in war crimes, crimes against humanity, or genocide,"" said Citizenship Canada's Lisa Filipps.
Mr Oberlander has argued in court that he was conscripted, had no alternative than to work for the Germans, and would have been subject to the harshest penalties had he disobeyed.
Canada has revoked his citizenship three times since 1995.  Each time it was overturned on appeal.
In 2016, Canada's Supreme Court refused to hear the government's appeal of a lower court ruling that Ottawa should reconsider its decision to revoke Mr Oberlander's citizenship.
His lawyer Ronald Poulton says Canada ""appears prepared to hound Mr Oberlander and his family to his grave"".
""In order to find Mr. Oberlander complicit in war crimes, given his limited and forced participation with the German military, they had attempted to stretch fiction into fact and to rely on an outdated archaic principle known as guilt by association,"" he said.
Mr. Oberlander was born in Halbstadt, Ukraine in 1924, and he obtained his Canadian citizenship in 1960.
Shimon Koffler Fogel, with the Centre for Israel and Jewish Affairs, praised Canada for its ""tireless"" efforts to strip Mr Oberlander of his citizenship.
""This latest development is an important milestone in bringing a measure of justice to his many victims and their families,"" he said in a statement.
Mr Oberlander's case is expected to be back before a federal court within the next six months.",Canada has revoked the citizenship for the fourth time of a man who has admitted to being a former death squad member.,Canada has revoked the citizenship for the fourth time of a man who has admitted to being a former death squad member.,0,bart-base,xsum,1
40719927,"Helmut Oberlander says he was forced to act as a translator for the squad and did not participate in atrocities.
He has fought three prior attempts by Canada to strip his citizenship and won.
His lawyer says Mr Oberlander will also fight this latest citizenship revocation, calling it ""persecution"".
A spokeswoman with Citizenship Canada said in a statement to the BBC that ""we don't take citizenship revocation lightly, but it is necessary in cases of fraud and serious misrepresentation"".
Canada says that when Mr Oberlander  applied for entry to Canada in 1954, he obtained his citizenship by knowingly concealing that he had been an auxiliary of the Einsatzkommando, a force that operated behind the German army's front line in the Eastern occupied territories.
The squad is responsible for killing more than two million people, many of them Jewish people.
""We are determined to deny safe haven in Canada to war criminals and persons believed to have committed or been complicit in war crimes, crimes against humanity, or genocide,"" said Citizenship Canada's Lisa Filipps.
Mr Oberlander has argued in court that he was conscripted, had no alternative than to work for the Germans, and would have been subject to the harshest penalties had he disobeyed.
Canada has revoked his citizenship three times since 1995.  Each time it was overturned on appeal.
In 2016, Canada's Supreme Court refused to hear the government's appeal of a lower court ruling that Ottawa should reconsider its decision to revoke Mr Oberlander's citizenship.
His lawyer Ronald Poulton says Canada ""appears prepared to hound Mr Oberlander and his family to his grave"".
""In order to find Mr. Oberlander complicit in war crimes, given his limited and forced participation with the German military, they had attempted to stretch fiction into fact and to rely on an outdated archaic principle known as guilt by association,"" he said.
Mr. Oberlander was born in Halbstadt, Ukraine in 1924, and he obtained his Canadian citizenship in 1960.
Shimon Koffler Fogel, with the Centre for Israel and Jewish Affairs, praised Canada for its ""tireless"" efforts to strip Mr Oberlander of his citizenship.
""This latest development is an important milestone in bringing a measure of justice to his many victims and their families,"" he said in a statement.
Mr Oberlander's case is expected to be back before a federal court within the next six months.",Canada has revoked the citizenship for the fourth time of a man who has admitted to being a former death squad member.,A Ukrainian man who was a member of the Nazi death squad in World War II has won his right to citizenship from Canada.,0,bart-base,xsum,0
36728009,"The Dow Jones rose 78 points, or 0.44%, to 17,918.62.
The wider S&P 500 index was up 11.18 points to 2,099.73, while the tech-focused Nasdaq climbed 36.26 points to 4,859.16.
Data from the Institute for Supply Management showed the US services sector, which accounts for two-thirds of the US economy, picked up in June.
The US trade deficit however increased by 10% as the stronger dollar led to decreasing exports.
Pharmaceutical companies led the market gains. Horizon Pharma climbed 4.7%, while Progenics Pharmaceuticals was up 9.3%.
Biotech firms AbbVie  and Biogen each rose 2.3% after European regulators approved a new multiple sclerosis drug.
Tech firms also had a strong day.
Facebook's shares climbed 2.4%. Google's parent company Alphabet was up 0.6%.","(Closed): Stocks closed higher, led by gains in tech and health care.","(Closed): Stocks closed higher, led by gains in tech and health care.",0,bart-base,xsum,1
36728009,"The Dow Jones rose 78 points, or 0.44%, to 17,918.62.
The wider S&P 500 index was up 11.18 points to 2,099.73, while the tech-focused Nasdaq climbed 36.26 points to 4,859.16.
Data from the Institute for Supply Management showed the US services sector, which accounts for two-thirds of the US economy, picked up in June.
The US trade deficit however increased by 10% as the stronger dollar led to decreasing exports.
Pharmaceutical companies led the market gains. Horizon Pharma climbed 4.7%, while Progenics Pharmaceuticals was up 9.3%.
Biotech firms AbbVie  and Biogen each rose 2.3% after European regulators approved a new multiple sclerosis drug.
Tech firms also had a strong day.
Facebook's shares climbed 2.4%. Google's parent company Alphabet was up 0.6%.","(Closed): Stocks closed higher, led by gains in tech and health care.","(Close): Wall Street markets closed higher on Friday, boosted by a strong US jobs report.",0,bart-base,xsum,0
37373244,"Internet service providers had until Tuesday to implement the ban.
The sites now redirect to a message explaining they have been blocked ""by decision of public authorities"".
In 2015, the authorities banned 11 popular pornography websites, saying many failed to protect children ""from information harmful to their health"".
Analysis by Vitaliy Shevchenko, BBC Monitoring
The decision was made following two separate court rulings, which said the websites ""spread pornography"".
Sexually explicit content is not outlawed in Russia, but the law bans ""the illegal production, dissemination and advertisement of pornographic materials and objects"".
It is not uncommon for Russia to ban websites. The government agency Roskomnadzor maintains a blacklist that now includes thousands of them.
Access is usually blocked for violating the notoriously vague extremism legislation or child protection laws.
Websites critical of the Kremlin have been blocked too, and at one point Wikipedia was blacklisted.
Following the 2015 ban, one woman asked Roskomnadzor on Twitter whether it could recommend an alternative.
The agency replied: ""You can meet someone in real life.""
On Tuesday, it said its earlier tweet was ""still relevant"".
However, open rights campaigners have warned that local bans can be defeated.
""Blocking porn is the fastest way to ensure widespread adoption of censorship circumvention in your country,"" said Eva Galperin, global policy analyst at the Electronic Frontier Foundation.
One of the affected porn sites offered Roskomnadzor a premium subscription to its service, in exchange for lifting the ban.
The government agency said it was ""not in the market"" for such an offer.
Nadya Tolokonnikova, lead singer from punk band Pussy Riot, joked that the ban was ""a blow below the belt"".","Russia's watchdog, Roskomnadzor, has blocked access to some pornography websites.","Russia's watchdog, Roskomnadzor, has blocked access to some pornography websites.",0,bart-base,xsum,1
37373244,"Internet service providers had until Tuesday to implement the ban.
The sites now redirect to a message explaining they have been blocked ""by decision of public authorities"".
In 2015, the authorities banned 11 popular pornography websites, saying many failed to protect children ""from information harmful to their health"".
Analysis by Vitaliy Shevchenko, BBC Monitoring
The decision was made following two separate court rulings, which said the websites ""spread pornography"".
Sexually explicit content is not outlawed in Russia, but the law bans ""the illegal production, dissemination and advertisement of pornographic materials and objects"".
It is not uncommon for Russia to ban websites. The government agency Roskomnadzor maintains a blacklist that now includes thousands of them.
Access is usually blocked for violating the notoriously vague extremism legislation or child protection laws.
Websites critical of the Kremlin have been blocked too, and at one point Wikipedia was blacklisted.
Following the 2015 ban, one woman asked Roskomnadzor on Twitter whether it could recommend an alternative.
The agency replied: ""You can meet someone in real life.""
On Tuesday, it said its earlier tweet was ""still relevant"".
However, open rights campaigners have warned that local bans can be defeated.
""Blocking porn is the fastest way to ensure widespread adoption of censorship circumvention in your country,"" said Eva Galperin, global policy analyst at the Electronic Frontier Foundation.
One of the affected porn sites offered Roskomnadzor a premium subscription to its service, in exchange for lifting the ban.
The government agency said it was ""not in the market"" for such an offer.
Nadya Tolokonnikova, lead singer from punk band Pussy Riot, joked that the ban was ""a blow below the belt"".","Russia's watchdog, Roskomnadzor, has blocked access to some pornography websites.","Russia has banned more than 1,000 pornographic websites, including the porn site PornHub, after a court ruling.",0,bart-base,xsum,0
39864948,"Ms Maréchal-Le Pen, 27, who is an MP for the National Front (FN), had been seen by some as a future leader of the party.
She is the granddaughter of FN founder Jean-Marie Le Pen.
She is one of the best known figures in the party and one of only two FN lawmakers in the outgoing parliament.
Analysts say she takes more of a hardline position than her aunt.
According to Le Figaro, Ms Maréchal-Le Pen will announce on Wednesday her intention not to stand for a new term in parliamentary elections in June. She will also quit her position as president of the FN in the south-eastern region of Provence-Alpes-Côte d'Azur.
It is understood she wishes to spend more time with her young daughter, the newspaper adds.
The party would not confirm the report but senior FN official Bruno Gollnisch told reporters it would not be totally unexpected.
""I think it's in the works, but I will let her announce it if she wants to,"" he said.","Maréchal-Le Pen, the granddaughter of Jean-Marie Le Pen, is to quit some polical roles, it has been reported.","French far-right politician Jean-Marie Maréchal-Le Pen is to step down from her post as president of the country's main opposition party, Le Figaro reports.",1,bart-base,xsum,0
39864948,"Ms Maréchal-Le Pen, 27, who is an MP for the National Front (FN), had been seen by some as a future leader of the party.
She is the granddaughter of FN founder Jean-Marie Le Pen.
She is one of the best known figures in the party and one of only two FN lawmakers in the outgoing parliament.
Analysts say she takes more of a hardline position than her aunt.
According to Le Figaro, Ms Maréchal-Le Pen will announce on Wednesday her intention not to stand for a new term in parliamentary elections in June. She will also quit her position as president of the FN in the south-eastern region of Provence-Alpes-Côte d'Azur.
It is understood she wishes to spend more time with her young daughter, the newspaper adds.
The party would not confirm the report but senior FN official Bruno Gollnisch told reporters it would not be totally unexpected.
""I think it's in the works, but I will let her announce it if she wants to,"" he said.","Maréchal-Le Pen, the granddaughter of Jean-Marie Le Pen, is to quit some polical roles, it has been reported.","Maréchal-Le Pen, the granddaughter of Jean-Marie Le Pen, is to quit some polical roles, it has been reported.",1,bart-base,xsum,1
39206316,"The 24-year-old tight-head is among the starting XV who are given a chance to redeem themselves after the 29-13 defeat by Scotland.
Asked if he was relieved to be retained, the Exeter Chiefs player replied: ""Oh yeah.
""Obviously you want to keep your place and after a loss everyone was on edge.""
Francis continued: ""It's good we've got a good squad and a good depth especially in my position.
""There's Samson [Lee] there's me and there's Rhods [Rhodri Jones] and there's Scott Andrews.
""If you don't have a good game there's someone knocking ready to do anything to take your place.""
Media playback is not supported on this device
Wales go into Friday night's match in Cardiff off the back of defeats by Scotland and England.
Another defeat will mean it would be Wales' worst championship since 2010 and Francis accepts the players have something to prove at the Principality Stadium.
Francis says he has managed to avoid the worst of the criticism aimed at the team in Wales because he plays his club rugby in the south west of England.
""It's a bit like a fishbowl isn't it,"" he said.
""When the game doesn't go how you want it's quite hard not to take that personally especially if you look at the press.
""I guess I'm lucky in the weeks after the losses I've been back in Exeter.
""I didn't have to stay here and I sort of managed to get away from that and focus on something else and then come back into it.
""It's not a nation is it? It's a little part of the south west and there's only a few papers that will print anything about the rugby, but here it's all over the news.""",Francis admitted he was relieved that he could keep his place for Friday's match.,"Wales captain Dan Francis says he is ""on edge"" after his side's loss to England.",1,bart-base,xsum,0
39206316,"The 24-year-old tight-head is among the starting XV who are given a chance to redeem themselves after the 29-13 defeat by Scotland.
Asked if he was relieved to be retained, the Exeter Chiefs player replied: ""Oh yeah.
""Obviously you want to keep your place and after a loss everyone was on edge.""
Francis continued: ""It's good we've got a good squad and a good depth especially in my position.
""There's Samson [Lee] there's me and there's Rhods [Rhodri Jones] and there's Scott Andrews.
""If you don't have a good game there's someone knocking ready to do anything to take your place.""
Media playback is not supported on this device
Wales go into Friday night's match in Cardiff off the back of defeats by Scotland and England.
Another defeat will mean it would be Wales' worst championship since 2010 and Francis accepts the players have something to prove at the Principality Stadium.
Francis says he has managed to avoid the worst of the criticism aimed at the team in Wales because he plays his club rugby in the south west of England.
""It's a bit like a fishbowl isn't it,"" he said.
""When the game doesn't go how you want it's quite hard not to take that personally especially if you look at the press.
""I guess I'm lucky in the weeks after the losses I've been back in Exeter.
""I didn't have to stay here and I sort of managed to get away from that and focus on something else and then come back into it.
""It's not a nation is it? It's a little part of the south west and there's only a few papers that will print anything about the rugby, but here it's all over the news.""",Francis admitted he was relieved that he could keep his place for Friday's match.,Francis admitted he was relieved that he could keep his place for Friday's match.,1,bart-base,xsum,1
35146033,"The report focuses on the impact of sea level rises on the Dawlish to Teignmouth line which connects Cornwall and Devon to the rest of the UK.
The line was closed for two months in 2014 after it was destroyed by storms.
Network Rail said the study would be ""key"" to long-term developments.
The report, published in the Journal of Transport Geography, said that 10% of journeys on the line, which was rebuilt and reopened in April 2014, could be affected by 2040.
The report said adverse weather disrupted the line about 10 days per year, but according to sea-level predictions that could rise to almost 40 by 2040 and up to 120 by 2100.
Academics from Plymouth University, the University of Leeds and the University of York identified a link between sea-level change and rail incidents over the last 150 years.
The academics said there could be similar implications for other vulnerable stretches of railway throughout Wales, south-east England, the Cumbrian coast and Scotland.
Dr David Dawson, from the University of Leeds, said the long-term future of the line was ""really worrying"".
The report predicts diverting routes could potentially cost billions of pounds.
Network Rail said it hoped to develop ""long-term interventions"" to ""secure the future"" of the line.
The Department for Transport said it had invested Â£31m into improving the resilience of the route and was ""exploring the potential for longer-term improvements in the area"".
In January, the prime minister backed a new Okehampton railway route as the ""most resilient"" alternative to the vulnerable Dawlish line.","Sea level changes could disrupt rail services within the next 100 years, a study suggests.","Sea level changes could disrupt rail services within the next 100 years, a study suggests.",0,bart-base,xsum,1
35146033,"The report focuses on the impact of sea level rises on the Dawlish to Teignmouth line which connects Cornwall and Devon to the rest of the UK.
The line was closed for two months in 2014 after it was destroyed by storms.
Network Rail said the study would be ""key"" to long-term developments.
The report, published in the Journal of Transport Geography, said that 10% of journeys on the line, which was rebuilt and reopened in April 2014, could be affected by 2040.
The report said adverse weather disrupted the line about 10 days per year, but according to sea-level predictions that could rise to almost 40 by 2040 and up to 120 by 2100.
Academics from Plymouth University, the University of Leeds and the University of York identified a link between sea-level change and rail incidents over the last 150 years.
The academics said there could be similar implications for other vulnerable stretches of railway throughout Wales, south-east England, the Cumbrian coast and Scotland.
Dr David Dawson, from the University of Leeds, said the long-term future of the line was ""really worrying"".
The report predicts diverting routes could potentially cost billions of pounds.
Network Rail said it hoped to develop ""long-term interventions"" to ""secure the future"" of the line.
The Department for Transport said it had invested Â£31m into improving the resilience of the route and was ""exploring the potential for longer-term improvements in the area"".
In January, the prime minister backed a new Okehampton railway route as the ""most resilient"" alternative to the vulnerable Dawlish line.","Sea level changes could disrupt rail services within the next 100 years, a study suggests.",A study into the future of a major rail line in Devon and Cornwall has warned that sea-level change could cost the UK economy billions of pounds.,0,bart-base,xsum,0
35462011,"The train firm said it would refund the difference in cost between mainline and high speed fares - to compensate for the loss of direct high speed trains.
Southeastern will also give season ticket-holders from five stations a backdated 20% refund on mainline fares.
Dover MP Charlie Elphicke, said the line still needed repairing quickly.
He said it had been a difficult time for rail users and it was right passengers should be compensated after the problems were caused when cracks appeared in the sea wall.
Mr Elphicke said an emergency peak-time high-speed rail service between Dover and St Pancras to help commuters had made a difference.
""We now need Network Rail to confirm how long it will take to repair the sea wall,"" he said.
Steve Kilby, from Network Rail, said the team was working hard to get a final design in place for repairs.
But, he said: ""This week has been very stormy on the beach and our guys have been working through tough conditions.""
He said 15,000 tonnes of rock had been placed on the shingle to protect the railway from heavy seas and eventually more than 70,000 tonnes would be in place.
The stations where passengers will be compensated are Sandwich, Deal, Walmer, Martin Mill and Dover Priory.
Compensation claim forms are available for people at the station.","Passengers affected by the loss of a railway line are to be compensated, Southeastern has said.","Passengers affected by the loss of a railway line are to be compensated, Southeastern has said.",0,bart-base,xsum,1
35462011,"The train firm said it would refund the difference in cost between mainline and high speed fares - to compensate for the loss of direct high speed trains.
Southeastern will also give season ticket-holders from five stations a backdated 20% refund on mainline fares.
Dover MP Charlie Elphicke, said the line still needed repairing quickly.
He said it had been a difficult time for rail users and it was right passengers should be compensated after the problems were caused when cracks appeared in the sea wall.
Mr Elphicke said an emergency peak-time high-speed rail service between Dover and St Pancras to help commuters had made a difference.
""We now need Network Rail to confirm how long it will take to repair the sea wall,"" he said.
Steve Kilby, from Network Rail, said the team was working hard to get a final design in place for repairs.
But, he said: ""This week has been very stormy on the beach and our guys have been working through tough conditions.""
He said 15,000 tonnes of rock had been placed on the shingle to protect the railway from heavy seas and eventually more than 70,000 tonnes would be in place.
The stations where passengers will be compensated are Sandwich, Deal, Walmer, Martin Mill and Dover Priory.
Compensation claim forms are available for people at the station.","Passengers affected by the loss of a railway line are to be compensated, Southeastern has said.",Passengers on the Southeastern line in Dover will be compensated for the damage caused by the sea wall at the station.,0,bart-base,xsum,0
39007447,"He complained that Dawn Bowden referred to ""Goebbels-like propaganda from the right-wing media"" in a recent debate.
He claimed Eluned Morgan ""trivialised suicide"" when saying Brexit would ""slit the wrists of the Welsh economy"".
Mr Davies has written to Presiding Officer Elin Jones asking her to remind AMs to use more appropriate language.
""There is a danger that the aggressive nature of debates on the subject of Britain's vote to leave the European Union is likely to worsen any tensions which exist in Welsh society,"" Mr Davies said in his letter to Ms Jones.
""Whatever we may feel individually and collectively about the result we all have a responsibility to conduct that civic discussion in a rational manner and with respect.""
An assembly spokesman said the presiding officer had ""received this correspondence on Friday afternoon and will reply to the Leader of Welsh Conservatives soon"".
In response, Ms Bowden said she stood by what she said, criticising the way the ""right-wing press"" has portrayed recent issues such as immigration.
She added: ""If he [Mr Davies] has a problem with that then my view would be, he is being over sensitive.""
Ms Morgan have been asked to comment.","""Aggressive"" language used by some AMs in debates about Brexit is heightening public tensions over the issue, Mr Davies has said.","""Aggressive"" language used by some AMs in debates about Brexit is heightening public tensions over the issue, Mr Davies has said.",0,bart-base,xsum,1
